,0
ASV1237,36.0
ASV1236,36.0
ASV1235,36.0
ASV1234,36.0
ASV1230,36.0
ASV1229,36.0
ASV1233,36.0
ASV1231,36.0
ASV1232,36.0
ASV1242,35.0
ASV1243,35.0
ASV1244,35.0
ASV1246,35.0
ASV1247,35.0
ASV1248,35.0
ASV1249,35.0
ASV1250,35.0
ASV1245,35.0
ASV1255,34.0
ASV1258,34.0
ASV1257,34.0
ASV1256,34.0
ASV1254,34.0
ASV1253,34.0
ASV1252,34.0
ASV1251,34.0
ASV1259,33.0
ASV1260,33.0
ASV1261,33.0
ASV1262,33.0
ASV1263,33.0
ASV1264,33.0
ASV1265,33.0
ASV1266,33.0
ASV1267,33.0
ASV1268,33.0
ASV1273,32.0
ASV1275,32.0
ASV1274,32.0
ASV1276,32.0
ASV1272,32.0
ASV1269,32.0
ASV1271,32.0
ASV1270,32.0
ASV1278,31.0
ASV1279,31.0
ASV1280,31.0
ASV1281,31.0
ASV1282,31.0
ASV1283,31.0
ASV1284,31.0
ASV1285,31.0
ASV1277,31.0
ASV1291,30.0
ASV1294,30.0
ASV1293,30.0
ASV1292,30.0
ASV1288,30.0
ASV1290,30.0
ASV1289,30.0
ASV1287,30.0
ASV1286,30.0
ASV1301,29.0
ASV1306,29.0
ASV1305,29.0
ASV1304,29.0
ASV1303,29.0
ASV1302,29.0
ASV1298,29.0
ASV1300,29.0
ASV1295,29.0
ASV1299,29.0
ASV1296,29.0
ASV1297,29.0
ASV1307,28.0
ASV1308,28.0
ASV1309,28.0
ASV1310,28.0
ASV1312,28.0
ASV1313,28.0
ASV1314,28.0
ASV1315,28.0
ASV1316,28.0
ASV1317,28.0
ASV1318,28.0
ASV1311,28.0
ASV1321,27.0
ASV1319,27.0
ASV1320,27.0
ASV1328,26.0
ASV1322,26.0
ASV1332,26.0
ASV1330,26.0
ASV1329,26.0
ASV1331,26.0
ASV1327,26.0
ASV1326,26.0
ASV1325,26.0
ASV1324,26.0
ASV1323,26.0
ASV1341,25.0
ASV1349,25.0
ASV1348,25.0
ASV1347,25.0
ASV1346,25.0
ASV1345,25.0
ASV1344,25.0
ASV1342,25.0
ASV1343,25.0
ASV1340,25.0
ASV1338,25.0
ASV1337,25.0
ASV1336,25.0
ASV1335,25.0
ASV1334,25.0
ASV1333,25.0
ASV1339,25.0
ASV1355,24.0
ASV1358,24.0
ASV1357,24.0
ASV1356,24.0
ASV1353,24.0
ASV1354,24.0
ASV1352,24.0
ASV1351,24.0
ASV1350,24.0
ASV1365,23.0
ASV1370,23.0
ASV1369,23.0
ASV1368,23.0
ASV1367,23.0
ASV1366,23.0
ASV1359,23.0
ASV1364,23.0
ASV1362,23.0
ASV1361,23.0
ASV1360,23.0
ASV1363,23.0
ASV1379,22.0
ASV1386,22.0
ASV1385,22.0
ASV1384,22.0
ASV1383,22.0
ASV1382,22.0
ASV1380,22.0
ASV1381,22.0
ASV1378,22.0
ASV1376,22.0
ASV1375,22.0
ASV1374,22.0
ASV1373,22.0
ASV1372,22.0
ASV1377,22.0
ASV1371,22.0
ASV1403,21.0
ASV1400,21.0
ASV1401,21.0
ASV1402,21.0
ASV1407,21.0
ASV1404,21.0
ASV1406,21.0
ASV1408,21.0
ASV1398,21.0
ASV1399,21.0
ASV1405,21.0
ASV1397,21.0
ASV1391,21.0
ASV1396,21.0
ASV1387,21.0
ASV1388,21.0
ASV1390,21.0
ASV1389,21.0
ASV1392,21.0
ASV1393,21.0
ASV1394,21.0
ASV1395,21.0
ASV1416,20.0
ASV1422,20.0
ASV1420,20.0
ASV1419,20.0
ASV1418,20.0
ASV1417,20.0
ASV1421,20.0
ASV1415,20.0
ASV1414,20.0
ASV1413,20.0
ASV1412,20.0
ASV1411,20.0
ASV1410,20.0
ASV1409,20.0
ASV1436,19.0
ASV1435,19.0
ASV1434,19.0
ASV1433,19.0
ASV1432,19.0
ASV1431,19.0
ASV1430,19.0
ASV1429,19.0
ASV1428,19.0
ASV1427,19.0
ASV1426,19.0
ASV1425,19.0
ASV1424,19.0
ASV1423,19.0
ASV1446,18.0
ASV1454,18.0
ASV1453,18.0
ASV1452,18.0
ASV1451,18.0
ASV1450,18.0
ASV1449,18.0
ASV1447,18.0
ASV1448,18.0
ASV1445,18.0
ASV1441,18.0
ASV1438,18.0
ASV1439,18.0
ASV1440,18.0
ASV1444,18.0
ASV1442,18.0
ASV1437,18.0
ASV1443,18.0
ASV1461,17.0
ASV1467,17.0
ASV1466,17.0
ASV1465,17.0
ASV1463,17.0
ASV1462,17.0
ASV1464,17.0
ASV1460,17.0
ASV1459,17.0
ASV1458,17.0
ASV1457,17.0
ASV1456,17.0
ASV1455,17.0
ASV1478,16.0
ASV1486,16.0
ASV1485,16.0
ASV1484,16.0
ASV1483,16.0
ASV1482,16.0
ASV1481,16.0
ASV1480,16.0
ASV1479,16.0
ASV1474,16.0
ASV1477,16.0
ASV1475,16.0
ASV1473,16.0
ASV1472,16.0
ASV1471,16.0
ASV1470,16.0
ASV1469,16.0
ASV1476,16.0
ASV1468,16.0
ASV1500,15.0
ASV1498,15.0
ASV1499,15.0
ASV1504,15.0
ASV1501,15.0
ASV1502,15.0
ASV1503,15.0
ASV1496,15.0
ASV1497,15.0
ASV1493,15.0
ASV1495,15.0
ASV1489,15.0
ASV1494,15.0
ASV1487,15.0
ASV1488,15.0
ASV1490,15.0
ASV1491,15.0
ASV1492,15.0
ASV1519,14.0
ASV1514,14.0
ASV1522,14.0
ASV1521,14.0
ASV1520,14.0
ASV1518,14.0
ASV1517,14.0
ASV1515,14.0
ASV1516,14.0
ASV1513,14.0
ASV1511,14.0
ASV1510,14.0
ASV1509,14.0
ASV1508,14.0
ASV1507,14.0
ASV1506,14.0
ASV1505,14.0
ASV1512,14.0
ASV1541,13.0
ASV1537,13.0
ASV1538,13.0
ASV1539,13.0
ASV1540,13.0
ASV1546,13.0
ASV1542,13.0
ASV1543,13.0
ASV1544,13.0
ASV1545,13.0
ASV1547,13.0
ASV1536,13.0
ASV1534,13.0
ASV1535,13.0
ASV1527,13.0
ASV1523,13.0
ASV1524,13.0
ASV1525,13.0
ASV1526,13.0
ASV1533,13.0
ASV1528,13.0
ASV1530,13.0
ASV1531,13.0
ASV1532,13.0
ASV1529,13.0
ASV1568,12.0
ASV1564,12.0
ASV1565,12.0
ASV1566,12.0
ASV1567,12.0
ASV1571,12.0
ASV1569,12.0
ASV1570,12.0
ASV1572,12.0
ASV1573,12.0
ASV1561,12.0
ASV1563,12.0
ASV1562,12.0
ASV1560,12.0
ASV1554,12.0
ASV1548,12.0
ASV1549,12.0
ASV1550,12.0
ASV1552,12.0
ASV1553,12.0
ASV1551,12.0
ASV1555,12.0
ASV1556,12.0
ASV1557,12.0
ASV1558,12.0
ASV1559,12.0
ASV1598,11.0
ASV1592,11.0
ASV1593,11.0
ASV1594,11.0
ASV1595,11.0
ASV1596,11.0
ASV1597,11.0
ASV1603,11.0
ASV1599,11.0
ASV1600,11.0
ASV1601,11.0
ASV1602,11.0
ASV1590,11.0
ASV1604,11.0
ASV1591,11.0
ASV1579,11.0
ASV1589,11.0
ASV1581,11.0
ASV1588,11.0
ASV1574,11.0
ASV1575,11.0
ASV1576,11.0
ASV1578,11.0
ASV1580,11.0
ASV1577,11.0
ASV1582,11.0
ASV1583,11.0
ASV1584,11.0
ASV1585,11.0
ASV1586,11.0
ASV1587,11.0
ASV1632,10.0
ASV1625,10.0
ASV1626,10.0
ASV1627,10.0
ASV1628,10.0
ASV1629,10.0
ASV1630,10.0
ASV1631,10.0
ASV1640,10.0
ASV1633,10.0
ASV1634,10.0
ASV1635,10.0
ASV1636,10.0
ASV1637,10.0
ASV1638,10.0
ASV1639,10.0
ASV1623,10.0
ASV1624,10.0
ASV1611,10.0
ASV1622,10.0
ASV1613,10.0
ASV1621,10.0
ASV1606,10.0
ASV1607,10.0
ASV1609,10.0
ASV1610,10.0
ASV1605,10.0
ASV1612,10.0
ASV1608,10.0
ASV1614,10.0
ASV1616,10.0
ASV1617,10.0
ASV1618,10.0
ASV1619,10.0
ASV1620,10.0
ASV1615,10.0
ASV1671,9.0
ASV1676,9.0
ASV1675,9.0
ASV1674,9.0
ASV1673,9.0
ASV1668,9.0
ASV1670,9.0
ASV1669,9.0
ASV1667,9.0
ASV1678,9.0
ASV1677,9.0
ASV1686,9.0
ASV1679,9.0
ASV1680,9.0
ASV1681,9.0
ASV1682,9.0
ASV1683,9.0
ASV1684,9.0
ASV1685,9.0
ASV1665,9.0
ASV1687,9.0
ASV1688,9.0
ASV1666,9.0
ASV1672,9.0
ASV1664,9.0
ASV1652,9.0
ASV1663,9.0
ASV1641,9.0
ASV1642,9.0
ASV1643,9.0
ASV1644,9.0
ASV1645,9.0
ASV1647,9.0
ASV1648,9.0
ASV1649,9.0
ASV1650,9.0
ASV1651,9.0
ASV1646,9.0
ASV1653,9.0
ASV1658,9.0
ASV1662,9.0
ASV1654,9.0
ASV1661,9.0
ASV1660,9.0
ASV1659,9.0
ASV1657,9.0
ASV1656,9.0
ASV1655,9.0
ASV1735,8.0
ASV1730,8.0
ASV1736,8.0
ASV1734,8.0
ASV1733,8.0
ASV1732,8.0
ASV1731,8.0
ASV1726,8.0
ASV1729,8.0
ASV1728,8.0
ASV1727,8.0
ASV1725,8.0
ASV1724,8.0
ASV1738,8.0
ASV1737,8.0
ASV1750,8.0
ASV1739,8.0
ASV1740,8.0
ASV1741,8.0
ASV1742,8.0
ASV1743,8.0
ASV1744,8.0
ASV1745,8.0
ASV1746,8.0
ASV1747,8.0
ASV1748,8.0
ASV1749,8.0
ASV1751,8.0
ASV1752,8.0
ASV1753,8.0
ASV1722,8.0
ASV1723,8.0
ASV1710,8.0
ASV1721,8.0
ASV1696,8.0
ASV1702,8.0
ASV1701,8.0
ASV1700,8.0
ASV1699,8.0
ASV1698,8.0
ASV1697,8.0
ASV1694,8.0
ASV1704,8.0
ASV1693,8.0
ASV1692,8.0
ASV1691,8.0
ASV1690,8.0
ASV1720,8.0
ASV1689,8.0
ASV1703,8.0
ASV1695,8.0
ASV1705,8.0
ASV1713,8.0
ASV1718,8.0
ASV1706,8.0
ASV1717,8.0
ASV1716,8.0
ASV1714,8.0
ASV1715,8.0
ASV1712,8.0
ASV1711,8.0
ASV1709,8.0
ASV1708,8.0
ASV1707,8.0
ASV1719,8.0
ASV1814,7.0
ASV1807,7.0
ASV1815,7.0
ASV1813,7.0
ASV1812,7.0
ASV1811,7.0
ASV1810,7.0
ASV1809,7.0
ASV1808,7.0
ASV1802,7.0
ASV1806,7.0
ASV1805,7.0
ASV1804,7.0
ASV1803,7.0
ASV1801,7.0
ASV1800,7.0
ASV1799,7.0
ASV1817,7.0
ASV1798,7.0
ASV1816,7.0
ASV1832,7.0
ASV1818,7.0
ASV1829,7.0
ASV1796,7.0
ASV1837,7.0
ASV1836,7.0
ASV1835,7.0
ASV1834,7.0
ASV1833,7.0
ASV1831,7.0
ASV1830,7.0
ASV1828,7.0
ASV1819,7.0
ASV1827,7.0
ASV1826,7.0
ASV1825,7.0
ASV1824,7.0
ASV1823,7.0
ASV1822,7.0
ASV1821,7.0
ASV1820,7.0
ASV1797,7.0
ASV1786,7.0
ASV1795,7.0
ASV1763,7.0
ASV1771,7.0
ASV1770,7.0
ASV1769,7.0
ASV1768,7.0
ASV1767,7.0
ASV1766,7.0
ASV1765,7.0
ASV1764,7.0
ASV1762,7.0
ASV1773,7.0
ASV1761,7.0
ASV1759,7.0
ASV1758,7.0
ASV1757,7.0
ASV1756,7.0
ASV1755,7.0
ASV1754,7.0
ASV1794,7.0
ASV1772,7.0
ASV1760,7.0
ASV1774,7.0
ASV1784,7.0
ASV1775,7.0
ASV1793,7.0
ASV1792,7.0
ASV1791,7.0
ASV1789,7.0
ASV1788,7.0
ASV1787,7.0
ASV1785,7.0
ASV1790,7.0
ASV1783,7.0
ASV1782,7.0
ASV1781,7.0
ASV1780,7.0
ASV1779,7.0
ASV1778,7.0
ASV1777,7.0
ASV1776,7.0
ASV1875,6.0
ASV1880,6.0
ASV1879,6.0
ASV1878,6.0
ASV1877,6.0
ASV1876,6.0
ASV1872,6.0
ASV1874,6.0
ASV1869,6.0
ASV1871,6.0
ASV1870,6.0
ASV1882,6.0
ASV1881,6.0
ASV1891,6.0
ASV1883,6.0
ASV1884,6.0
ASV1885,6.0
ASV1886,6.0
ASV1887,6.0
ASV1888,6.0
ASV1889,6.0
ASV1890,6.0
ASV1892,6.0
ASV1893,6.0
ASV1894,6.0
ASV1895,6.0
ASV1867,6.0
ASV1868,6.0
ASV1873,6.0
ASV1866,6.0
ASV1851,6.0
ASV1865,6.0
ASV1838,6.0
ASV1840,6.0
ASV1841,6.0
ASV1842,6.0
ASV1843,6.0
ASV1844,6.0
ASV1845,6.0
ASV1846,6.0
ASV1847,6.0
ASV1848,6.0
ASV1849,6.0
ASV1850,6.0
ASV1839,6.0
ASV1852,6.0
ASV1859,6.0
ASV1853,6.0
ASV1864,6.0
ASV1862,6.0
ASV1861,6.0
ASV1860,6.0
ASV1863,6.0
ASV1858,6.0
ASV1856,6.0
ASV1855,6.0
ASV1857,6.0
ASV1854,6.0
ASV1969,5.0
ASV1965,5.0
ASV1966,5.0
ASV1967,5.0
ASV1968,5.0
ASV1971,5.0
ASV1970,5.0
ASV1972,5.0
ASV1973,5.0
ASV1974,5.0
ASV1975,5.0
ASV1964,5.0
ASV1958,5.0
ASV1963,5.0
ASV1962,5.0
ASV1961,5.0
ASV1960,5.0
ASV1959,5.0
ASV1957,5.0
ASV1956,5.0
ASV1955,5.0
ASV1954,5.0
ASV1953,5.0
ASV1952,5.0
ASV1977,5.0
ASV1976,5.0
ASV1990,5.0
ASV1978,5.0
ASV1979,5.0
ASV2002,5.0
ASV2001,5.0
ASV2000,5.0
ASV1999,5.0
ASV1998,5.0
ASV1997,5.0
ASV1996,5.0
ASV1995,5.0
ASV1994,5.0
ASV1993,5.0
ASV1992,5.0
ASV1991,5.0
ASV1989,5.0
ASV1988,5.0
ASV1987,5.0
ASV1986,5.0
ASV1950,5.0
ASV1985,5.0
ASV1984,5.0
ASV1983,5.0
ASV1982,5.0
ASV1981,5.0
ASV1980,5.0
ASV1951,5.0
ASV1913,5.0
ASV1949,5.0
ASV1908,5.0
ASV1920,5.0
ASV1919,5.0
ASV1918,5.0
ASV1917,5.0
ASV1916,5.0
ASV1915,5.0
ASV1914,5.0
ASV1912,5.0
ASV1911,5.0
ASV1910,5.0
ASV1909,5.0
ASV1907,5.0
ASV1922,5.0
ASV1905,5.0
ASV1904,5.0
ASV1903,5.0
ASV1902,5.0
ASV1901,5.0
ASV1900,5.0
ASV1899,5.0
ASV1898,5.0
ASV1897,5.0
ASV1896,5.0
ASV1948,5.0
ASV1921,5.0
ASV1906,5.0
ASV1923,5.0
ASV1936,5.0
ASV1924,5.0
ASV1947,5.0
ASV1946,5.0
ASV1945,5.0
ASV1944,5.0
ASV1943,5.0
ASV1941,5.0
ASV1940,5.0
ASV1939,5.0
ASV1938,5.0
ASV1937,5.0
ASV1942,5.0
ASV1928,5.0
ASV1935,5.0
ASV1934,5.0
ASV1933,5.0
ASV1932,5.0
ASV1931,5.0
ASV1930,5.0
ASV1929,5.0
ASV1927,5.0
ASV1926,5.0
ASV1925,5.0
ASV2091,4.0
ASV2090,4.0
ASV2100,4.0
ASV2089,4.0
ASV2093,4.0
ASV2088,4.0
ASV2092,4.0
ASV2098,4.0
ASV2094,4.0
ASV2095,4.0
ASV2096,4.0
ASV2097,4.0
ASV2099,4.0
ASV2085,4.0
ASV2087,4.0
ASV2072,4.0
ASV2084,4.0
ASV2083,4.0
ASV2082,4.0
ASV2081,4.0
ASV2080,4.0
ASV2079,4.0
ASV2078,4.0
ASV2077,4.0
ASV2076,4.0
ASV2075,4.0
ASV2074,4.0
ASV2073,4.0
ASV2071,4.0
ASV2070,4.0
ASV2102,4.0
ASV2101,4.0
ASV2128,4.0
ASV2103,4.0
ASV2104,4.0
ASV2133,4.0
ASV2132,4.0
ASV2131,4.0
ASV2130,4.0
ASV2129,4.0
ASV2068,4.0
ASV2127,4.0
ASV2126,4.0
ASV2125,4.0
ASV2124,4.0
ASV2123,4.0
ASV2122,4.0
ASV2121,4.0
ASV2120,4.0
ASV2119,4.0
ASV2118,4.0
ASV2117,4.0
ASV2116,4.0
ASV2115,4.0
ASV2114,4.0
ASV2113,4.0
ASV2112,4.0
ASV2111,4.0
ASV2110,4.0
ASV2109,4.0
ASV2108,4.0
ASV2107,4.0
ASV2106,4.0
ASV2105,4.0
ASV2069,4.0
ASV2086,4.0
ASV2067,4.0
ASV2018,4.0
ASV2032,4.0
ASV2031,4.0
ASV2030,4.0
ASV2029,4.0
ASV2028,4.0
ASV2027,4.0
ASV2026,4.0
ASV2025,4.0
ASV2024,4.0
ASV2023,4.0
ASV2022,4.0
ASV2021,4.0
ASV2020,4.0
ASV2019,4.0
ASV2017,4.0
ASV2034,4.0
ASV2016,4.0
ASV2015,4.0
ASV2013,4.0
ASV2012,4.0
ASV2011,4.0
ASV2010,4.0
ASV2009,4.0
ASV2008,4.0
ASV2007,4.0
ASV2006,4.0
ASV2005,4.0
ASV2004,4.0
ASV2066,4.0
ASV2003,4.0
ASV2033,4.0
ASV2014,4.0
ASV2035,4.0
ASV2051,4.0
ASV2065,4.0
ASV2064,4.0
ASV2036,4.0
ASV2063,4.0
ASV2062,4.0
ASV2061,4.0
ASV2060,4.0
ASV2059,4.0
ASV2057,4.0
ASV2056,4.0
ASV2055,4.0
ASV2054,4.0
ASV2053,4.0
ASV2052,4.0
ASV2058,4.0
ASV2042,4.0
ASV2050,4.0
ASV2049,4.0
ASV2048,4.0
ASV2047,4.0
ASV2046,4.0
ASV2045,4.0
ASV2039,4.0
ASV2044,4.0
ASV2043,4.0
ASV2038,4.0
ASV2041,4.0
ASV2040,4.0
ASV2037,4.0
ASV2255,3.0
ASV2254,3.0
ASV2267,3.0
ASV2253,3.0
ASV2252,3.0
ASV2257,3.0
ASV2250,3.0
ASV2249,3.0
ASV2256,3.0
ASV2262,3.0
ASV2258,3.0
ASV2259,3.0
ASV2260,3.0
ASV2261,3.0
ASV2263,3.0
ASV2264,3.0
ASV2265,3.0
ASV2247,3.0
ASV2266,3.0
ASV2248,3.0
ASV2233,3.0
ASV2246,3.0
ASV2245,3.0
ASV2226,3.0
ASV2269,3.0
ASV2227,3.0
ASV2228,3.0
ASV2229,3.0
ASV2230,3.0
ASV2231,3.0
ASV2232,3.0
ASV2234,3.0
ASV2235,3.0
ASV2236,3.0
ASV2237,3.0
ASV2238,3.0
ASV2239,3.0
ASV2240,3.0
ASV2241,3.0
ASV2242,3.0
ASV2243,3.0
ASV2244,3.0
ASV2268,3.0
ASV2301,3.0
ASV2270,3.0
ASV2293,3.0
ASV2295,3.0
ASV2296,3.0
ASV2297,3.0
ASV2298,3.0
ASV2299,3.0
ASV2300,3.0
ASV2302,3.0
ASV2303,3.0
ASV2304,3.0
ASV2305,3.0
ASV2306,3.0
ASV2307,3.0
ASV2308,3.0
ASV2309,3.0
ASV2310,3.0
ASV2311,3.0
ASV2312,3.0
ASV2313,3.0
ASV2224,3.0
ASV2294,3.0
ASV2292,3.0
ASV2271,3.0
ASV2291,3.0
ASV2272,3.0
ASV2273,3.0
ASV2274,3.0
ASV2275,3.0
ASV2276,3.0
ASV2277,3.0
ASV2278,3.0
ASV2279,3.0
ASV2280,3.0
ASV2281,3.0
ASV2282,3.0
ASV2283,3.0
ASV2284,3.0
ASV2285,3.0
ASV2286,3.0
ASV2287,3.0
ASV2288,3.0
ASV2289,3.0
ASV2290,3.0
ASV2225,3.0
ASV2251,3.0
ASV2223,3.0
ASV2155,3.0
ASV2157,3.0
ASV2158,3.0
ASV2159,3.0
ASV2160,3.0
ASV2161,3.0
ASV2162,3.0
ASV2163,3.0
ASV2164,3.0
ASV2165,3.0
ASV2166,3.0
ASV2167,3.0
ASV2168,3.0
ASV2169,3.0
ASV2170,3.0
ASV2171,3.0
ASV2172,3.0
ASV2173,3.0
ASV2174,3.0
ASV2175,3.0
ASV2156,3.0
ASV2154,3.0
ASV2177,3.0
ASV2153,3.0
ASV2222,3.0
ASV2134,3.0
ASV2135,3.0
ASV2136,3.0
ASV2137,3.0
ASV2138,3.0
ASV2139,3.0
ASV2140,3.0
ASV2141,3.0
ASV2142,3.0
ASV2143,3.0
ASV2144,3.0
ASV2145,3.0
ASV2146,3.0
ASV2147,3.0
ASV2148,3.0
ASV2150,3.0
ASV2151,3.0
ASV2152,3.0
ASV2176,3.0
ASV2149,3.0
ASV2178,3.0
ASV2201,3.0
ASV2203,3.0
ASV2204,3.0
ASV2205,3.0
ASV2206,3.0
ASV2207,3.0
ASV2208,3.0
ASV2209,3.0
ASV2210,3.0
ASV2211,3.0
ASV2212,3.0
ASV2214,3.0
ASV2215,3.0
ASV2216,3.0
ASV2217,3.0
ASV2218,3.0
ASV2219,3.0
ASV2220,3.0
ASV2179,3.0
ASV2221,3.0
ASV2202,3.0
ASV2213,3.0
ASV2200,3.0
ASV2189,3.0
ASV2181,3.0
ASV2199,3.0
ASV2182,3.0
ASV2183,3.0
ASV2184,3.0
ASV2180,3.0
ASV2186,3.0
ASV2187,3.0
ASV2188,3.0
ASV2185,3.0
ASV2190,3.0
ASV2191,3.0
ASV2192,3.0
ASV2193,3.0
ASV2194,3.0
ASV2195,3.0
ASV2196,3.0
ASV2197,3.0
ASV2198,3.0
ASV2472,2.0
ASV2476,2.0
ASV2475,2.0
ASV2474,2.0
ASV2473,2.0
ASV2469,2.0
ASV2471,2.0
ASV2470,2.0
ASV2466,2.0
ASV2468,2.0
ASV2467,2.0
ASV2465,2.0
ASV2477,2.0
ASV2486,2.0
ASV2478,2.0
ASV2479,2.0
ASV2480,2.0
ASV2481,2.0
ASV2482,2.0
ASV2483,2.0
ASV2484,2.0
ASV2485,2.0
ASV2487,2.0
ASV2488,2.0
ASV2489,2.0
ASV2463,2.0
ASV2490,2.0
ASV2464,2.0
ASV2442,2.0
ASV2462,2.0
ASV2447,2.0
ASV2492,2.0
ASV2435,2.0
ASV2436,2.0
ASV2437,2.0
ASV2438,2.0
ASV2439,2.0
ASV2440,2.0
ASV2441,2.0
ASV2443,2.0
ASV2444,2.0
ASV2445,2.0
ASV2446,2.0
ASV2448,2.0
ASV2461,2.0
ASV2449,2.0
ASV2450,2.0
ASV2451,2.0
ASV2452,2.0
ASV2453,2.0
ASV2454,2.0
ASV2455,2.0
ASV2456,2.0
ASV2457,2.0
ASV2458,2.0
ASV2459,2.0
ASV2460,2.0
ASV2491,2.0
ASV2537,2.0
ASV2493,2.0
ASV2494,2.0
ASV2525,2.0
ASV2526,2.0
ASV2527,2.0
ASV2528,2.0
ASV2529,2.0
ASV2530,2.0
ASV2531,2.0
ASV2532,2.0
ASV2533,2.0
ASV2534,2.0
ASV2535,2.0
ASV2536,2.0
ASV2433,2.0
ASV2538,2.0
ASV2539,2.0
ASV2540,2.0
ASV2541,2.0
ASV2542,2.0
ASV2543,2.0
ASV2544,2.0
ASV2545,2.0
ASV2546,2.0
ASV2547,2.0
ASV2548,2.0
ASV2549,2.0
ASV2550,2.0
ASV2551,2.0
ASV2524,2.0
ASV2523,2.0
ASV2522,2.0
ASV2507,2.0
ASV2495,2.0
ASV2496,2.0
ASV2497,2.0
ASV2498,2.0
ASV2499,2.0
ASV2500,2.0
ASV2501,2.0
ASV2502,2.0
ASV2503,2.0
ASV2504,2.0
ASV2505,2.0
ASV2506,2.0
ASV2508,2.0
ASV2521,2.0
ASV2509,2.0
ASV2510,2.0
ASV2511,2.0
ASV2512,2.0
ASV2513,2.0
ASV2514,2.0
ASV2515,2.0
ASV2516,2.0
ASV2517,2.0
ASV2518,2.0
ASV2519,2.0
ASV2520,2.0
ASV2434,2.0
ASV2388,2.0
ASV2432,2.0
ASV2356,2.0
ASV2344,2.0
ASV2345,2.0
ASV2346,2.0
ASV2347,2.0
ASV2348,2.0
ASV2349,2.0
ASV2350,2.0
ASV2351,2.0
ASV2352,2.0
ASV2353,2.0
ASV2354,2.0
ASV2355,2.0
ASV2357,2.0
ASV2342,2.0
ASV2358,2.0
ASV2359,2.0
ASV2360,2.0
ASV2361,2.0
ASV2362,2.0
ASV2363,2.0
ASV2364,2.0
ASV2365,2.0
ASV2366,2.0
ASV2367,2.0
ASV2368,2.0
ASV2369,2.0
ASV2343,2.0
ASV2341,2.0
ASV2371,2.0
ASV2326,2.0
ASV2314,2.0
ASV2315,2.0
ASV2316,2.0
ASV2317,2.0
ASV2318,2.0
ASV2319,2.0
ASV2320,2.0
ASV2321,2.0
ASV2322,2.0
ASV2323,2.0
ASV2324,2.0
ASV2325,2.0
ASV2327,2.0
ASV2340,2.0
ASV2328,2.0
ASV2329,2.0
ASV2330,2.0
ASV2331,2.0
ASV2332,2.0
ASV2333,2.0
ASV2334,2.0
ASV2335,2.0
ASV2336,2.0
ASV2337,2.0
ASV2338,2.0
ASV2339,2.0
ASV2370,2.0
ASV2372,2.0
ASV2431,2.0
ASV2417,2.0
ASV2405,2.0
ASV2406,2.0
ASV2407,2.0
ASV2408,2.0
ASV2409,2.0
ASV2410,2.0
ASV2411,2.0
ASV2412,2.0
ASV2413,2.0
ASV2414,2.0
ASV2415,2.0
ASV2416,2.0
ASV2418,2.0
ASV2403,2.0
ASV2419,2.0
ASV2420,2.0
ASV2421,2.0
ASV2422,2.0
ASV2423,2.0
ASV2424,2.0
ASV2425,2.0
ASV2426,2.0
ASV2427,2.0
ASV2428,2.0
ASV2429,2.0
ASV2430,2.0
ASV2404,2.0
ASV2402,2.0
ASV2373,2.0
ASV2386,2.0
ASV2374,2.0
ASV2375,2.0
ASV2376,2.0
ASV2377,2.0
ASV2378,2.0
ASV2379,2.0
ASV2380,2.0
ASV2381,2.0
ASV2382,2.0
ASV2383,2.0
ASV2384,2.0
ASV2385,2.0
ASV2387,2.0
ASV2401,2.0
ASV2389,2.0
ASV2390,2.0
ASV2391,2.0
ASV2392,2.0
ASV2393,2.0
ASV2394,2.0
ASV2395,2.0
ASV2396,2.0
ASV2397,2.0
ASV2398,2.0
ASV2399,2.0
ASV2400,2.0
ASV2552,2.0
